500.0	55.56	0.65	3	5545844.0	28.7240028381	83.9243498818
700.0	58.33	0.65	3	10282754.0	39.9191322327	88.1205673759
900.0	60.0	0.65	3	16390695.0	50.9031295776	90.6382978723
500.0	71.43	0.65	3	4092564.75	27.0624923706	107.902735562
700.0	70.0	0.65	3	8055885.0	37.3948745728	105.744680851
900.0	69.23	0.65	3	13673367.0	48.8533325195	104.582651391
500.0	55.56	1.0	3	4520436.5	35.2324562073	83.9243498818
700.0	58.33	1.0	3	8469291.0	49.7711715698	88.1205673759
900.0	60.0	1.0	3	14090296.0	65.8143386841	90.6382978723
500.0	71.43	1.0	3	3797872.25	37.6522064209	107.902735562
700.0	70.0	1.0	3	6955546.0	48.7076187134	105.744680851
900.0	69.23	1.0	3	12315803.0	66.26171875	104.582651391
500.0	55.56	1.25	3	3321777.25	33.9055023193	83.9243498818
700.0	58.33	1.25	3	6215235.0	47.1183319092	88.1205673759
900.0	60.0	1.25	3	9859333.0	61.1685295105	90.6382978723
500.0	71.43	1.25	3	2615973.0	33.3713035583	107.902735562
700.0	70.0	1.25	3	5090689.5	48.0738449097	105.744680851
900.0	69.23	1.25	3	8581118.0	60.920009613	104.582651391
500.0	55.56	0.65	4	5036568.5	26.4512310028	83.9243498818
700.0	58.33	0.65	4	9188043.0	35.6850814819	88.1205673759
900.0	60.0	0.65	4	14498077.0	44.9595718384	90.6382978723
500.0	71.43	0.65	4	3596110.75	24.3126945496	107.902735562
700.0	70.0	0.65	4	7270355.0	33.7234306335	105.744680851
900.0	69.23	0.65	4	11871254.0	43.9319114685	104.582651391
500.0	55.56	1.0	4	4744337.5	36.9541893005	83.9243498818
700.0	58.33	1.0	4	8202623.5	47.9035949707	88.1205673759
900.0	60.0	1.0	4	13774186.0	64.3458786011	90.6382978723
500.0	71.43	1.0	4	3227765.25	32.1450424194	107.902735562
700.0	70.0	1.0	4	6567191.5	45.7879829407	105.744680851
900.0	69.23	1.0	4	10639722.0	57.046207428	104.582651391
500.0	55.56	1.25	4	3269436.25	32.2889709473	83.9243498818
700.0	58.33	1.25	4	6284961.0	46.6898727417	88.1205673759
900.0	60.0	1.25	4	9638831.0	57.2339782715	90.6382978723
500.0	71.43	1.25	4	2571926.5	31.9067325592	107.902735562
700.0	70.0	1.25	4	4947740.5	43.993522644	105.744680851
900.0	69.23	1.25	4	8293787.0	56.2309074402	104.582651391
500.0	55.56	0.65	5	4483604.5	24.2263774872	83.9243498818
700.0	58.33	0.65	5	8123966.0	33.6176223755	88.1205673759
900.0	60.0	0.65	5	12662326.0	41.8858642578	90.6382978723
500.0	71.43	0.65	5	3130234.25	22.6799526215	107.902735562
700.0	70.0	0.65	5	6351252.0	32.4372138977	105.744680851
900.0	69.23	0.65	5	10487239.0	41.2515945435	104.582651391
500.0	55.56	1.0	5	4064987.75	31.7990894318	83.9243498818
700.0	58.33	1.0	5	7212670.0	42.3321685791	88.1205673759
900.0	60.0	1.0	5	11255507.0	52.9454078674	90.6382978723
500.0	71.43	1.0	5	2768924.5	28.0511550903	107.902735562
700.0	70.0	1.0	5	5520207.5	39.0336990356	105.744680851
900.0	69.23	1.0	5	8937612.0	48.5105171204	104.582651391
500.0	55.56	1.25	5	3199210.5	31.2617988586	83.9243498818
700.0	58.33	1.25	5	6401070.5	46.1049156189	88.1205673759
900.0	60.0	1.25	5	9249140.0	54.3429374695	90.6382978723
500.0	71.43	1.25	5	2694315.0	33.121295929	107.902735562
700.0	70.0	1.25	5	4746061.5	41.8290328979	105.744680851
900.0	69.23	1.25	5	7772999.0	52.0311203003	104.582651391
